Events,Location,Date,R_fighter,B_fighter,Winner,R_odds,B_odds,Favorite,Who_won
UFC 297,"Toronto, Ontario",2024-01-20,Arnold Allen,Movsar Evloev,Movsar Evloev,180,-185,Movsar Evloev,favorite
UFC 297,"Toronto, Ontario",2024-01-20,Brad Katona,Garrett Armfield,Garrett Armfield,-192,195,Brad Katona,underdog
UFC 297,"Toronto, Ontario",2024-01-20,Charles Jourdain,Sean Woodson,Sean Woodson,-192,180,Charles Jourdain,underdog
UFC 297,"Toronto, Ontario",2024-01-20,Serhiy Sidey,Ramon Taveras,Ramon Taveras,-179,180,Serhiy Sidey,underdog
UFC 297,"Toronto, Ontario",2024-01-20,Gillian Robertson,Polyana Viana,Gillian Robertson,-294,250,Gillian Robertson,favorite
UFC 297,"Toronto, Ontario",2024-01-20,Yohan Lainesse,Sam Patterson,Sam Patterson,-141,123,Yohan Lainesse,underdog
UFC 297,"Toronto, Ontario",2024-01-20,Jasmine Jasudavicius,Priscila Cachoeira,Jasmine Jasudavicius,-370,340,Jasmine Jasudavicius,favorite
UFC 297,"Toronto, Ontario",2024-01-20,Malcolm Gordon,Jimmy Flick,Jimmy Flick,-196,180,Malcolm Gordon,underdog
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Roman Dolidze,Nassourdine Imavov,Nassourdine Imavov,150,-161,Nassourdine Imavov,favorite
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Renato Moicano,Drew Dober,Renato Moicano,-189,170,Renato Moicano,favorite
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Randy Brown,Muslim Salikhov,Randy Brown,-263,230,Randy Brown,favorite
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Viviane Araujo,Natalia Cristina da Silva,Natalia Cristina da Silva,275,-323,Natalia Cristina da Silva,favorite
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Gilbert Urbina,Charlie Radtke,Charlie Radtke,-192,180,Gilbert Urbina,underdog
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Diana Belbita,Molly McCann,Molly McCann,220,-238,Molly McCann,favorite
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Charles Johnson,Azat Maksum,Charles Johnson,250,-227,Azat Maksum,underdog
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Themba Gorimbo,Pete Rodriguez,Themba Gorimbo,-196,200,Themba Gorimbo,favorite
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Blake Bilder,Jung Young Lee,Jung Young Lee,170,-145,Jung Young Lee,favorite
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Julija Stoliarenko,Luana Carolina,Luana Carolina,-145,135,Julija Stoliarenko,underdog
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Marquel Mederos,Landon Quiñones,Marquel Mederos,-130,125,Marquel Mederos,favorite
UFC Fight Night: Dolidze vs. Imavov,"Las Vegas, Nevada",2024-02-03,Thomas Petersen,Jamal Pogues,Jamal Pogues,-169,152,Thomas Petersen,underdog
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Jack Hermansson,Joe Pyfer,Jack Hermansson,225,-244,Joe Pyfer,underdog
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Dan Ige,Andre Fili,Dan Ige,-169,175,Dan Ige,favorite
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Ihor Potieria,Robert Bryczek,Ihor Potieria,190,-149,Robert Bryczek,underdog
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Gregory Rodrigues,Brad Tavares,Gregory Rodrigues,-233,210,Gregory Rodrigues,favorite
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Darrius Flowers,Michael Johnson,Michael Johnson,130,-135,Michael Johnson,favorite
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Armen Petrosyan,Rodolfo Vieira,Rodolfo Vieira,100,100,Rodolfo Vieira,favorite
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Carlos Prates,Trevin Giles,Carlos Prates,-244,210,Carlos Prates,favorite
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Timothy Cuamba,Bolaji Oki,Bolaji Oki,166,-164,Bolaji Oki,favorite
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Bruna Brasil,Loma Lookboonmee,Loma Lookboonmee,260,-278,Loma Lookboonmee,favorite
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Devin Clark,Marcin Prachnio,Marcin Prachnio,-204,185,Devin Clark,underdog
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Jeremiah Wells,Max Griffin,Max Griffin,-145,140,Jeremiah Wells,underdog
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Bogdan Guskov,Zac Pauga,Bogdan Guskov,108,-120,Zac Pauga,underdog
UFC Fight Night: Hermansson vs. Pyfer,"Las Vegas, Nevada",2024-02-10,Hyder Amil,Fernando Garcia,Hyder Amil,-189,190,Hyder Amil,favorite
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Brandon Moreno,Brandon Royval,Brandon Royval,-270,280,Brandon Moreno,underdog
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Brian Ortega,Yair Rodriguez,Brian Ortega,145,-141,Yair Rodriguez,underdog
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Daniel Zellhuber,Francisco Prado,Daniel Zellhuber,-270,275,Daniel Zellhuber,favorite
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Sam Hughes,Yazmin Jauregui,Yazmin Jauregui,525,-500,Yazmin Jauregui,favorite
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Manuel Torres,Chris Duncan (2),Manuel Torres,-161,155,Manuel Torres,favorite
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Christian Quinonez,Raoni Barcelos,Raoni Barcelos,155,-161,Raoni Barcelos,favorite
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Mateus Mendonca,Jesus Santos Aguilar,Jesus Santos Aguilar,-125,115,Mateus Mendonca,underdog
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Daniel Lacerda,Edgar Chairez,Edgar Chairez,390,-345,Edgar Chairez,favorite
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Claudio Puelles,Fares Ziam,Fares Ziam,180,-204,Fares Ziam,favorite
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Luis Rodriguez,Denys Bondar,Luis Rodriguez,-111,105,Luis Rodriguez,favorite
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Victor Altamirano,Felipe Dos Santos,Felipe Dos Santos,255,-286,Felipe Dos Santos,favorite
UFC Fight Night: Moreno vs. Royval,Mexico City,2024-02-24,Erik Silva,Muhammadjon Naimov,Muhammadjon Naimov,425,-500,Muhammadjon Naimov,favorite
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Jairzinho Rozenstruik,Shamil Gaziev,Jairzinho Rozenstruik,170,-169,Shamil Gaziev,underdog
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Tyson Pedro,Vitor Petrino,Vitor Petrino,350,-370,Vitor Petrino,favorite
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Alex Perez,Muhammad Mokaev,Muhammad Mokaev,310,-345,Muhammad Mokaev,favorite
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Umar Nurmagomedov,Bekzat Almakhan,Umar Nurmagomedov,-1250,850,Umar Nurmagomedov,favorite
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Matt Schnell,Steve Erceg,Steve Erceg,370,-455,Steve Erceg,favorite
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Eryk Anders,Jamie Pickett,Eryk Anders,-455,410,Eryk Anders,favorite
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Vinicius  de Oliveira,Bernardo Sopai,Vinicius  de Oliveira,-105,115,Vinicius  de Oliveira,favorite
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Javid Basharat,Aiemann Zahabi,Aiemann Zahabi,-833,700,Javid Basharat,underdog
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Christian Duncan,Claudio Ribeiro,Christian Duncan,-357,310,Christian Duncan,favorite
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Ludovit Klein,A.J. Cunningham,Ludovit Klein,-909,750,Ludovit Klein,favorite
UFC Fight Night: Rozenstruik vs. Gaziev,"Las Vegas, Nevada",2024-03-02,Loik Radzhabov,Abdul-Kareem Al-Selwady,Loik Radzhabov,132,-135,Abdul-Kareem Al-Selwady,underdog
UFC 299,"Miami, Florida",2024-03-09,Sean O'Malley,Marlon Vera,Sean O'Malley,-250,235,Sean O'Malley,favorite
UFC 299,"Miami, Florida",2024-03-09,Dustin Poirier,Benoit Saint-Denis,Dustin Poirier,188,-196,Benoit Saint-Denis,underdog
UFC 299,"Miami, Florida",2024-03-09,Michael Page,Kevin Holland,Michael Page,120,-130,Kevin Holland,underdog
UFC 299,"Miami, Florida",2024-03-09,Gilbert Burns,Jack Della Maddalena,Jack Della Maddalena,142,-154,Jack Della Maddalena,favorite
UFC 299,"Miami, Florida",2024-03-09,Petr Yan,Yadong Song,Petr Yan,-154,145,Petr Yan,favorite
UFC 299,"Miami, Florida",2024-03-09,Jailton Junior,Curtis Blaydes,Curtis Blaydes,-125,120,Jailton Junior,underdog
UFC 299,"Miami, Florida",2024-03-09,Katlyn Cerminara,Maycee Barber,Maycee Barber,170,-189,Maycee Barber,favorite
UFC 299,"Miami, Florida",2024-03-09,Mateusz Gamrot,Rafael dos Anjos,Mateusz Gamrot,-455,375,Mateusz Gamrot,favorite
UFC 299,"Miami, Florida",2024-03-09,Pedro Munhoz,Kyler Phillips,Kyler Phillips,195,-208,Kyler Phillips,favorite
UFC 299,"Miami, Florida",2024-03-09,Ion Cutelaba,Philipe Lins,Philipe Lins,-135,130,Ion Cutelaba,underdog
UFC 299,"Miami, Florida",2024-03-09,Michel Pereira,Michal Oleksiejczuk,Michel Pereira,-147,130,Michel Pereira,favorite
UFC 299,"Miami, Florida",2024-03-09,Josh Parisian,Robelis Despaigne,Robelis Despaigne,320,-370,Robelis Despaigne,favorite
UFC 299,"Miami, Florida",2024-03-09,Carlos Vergara,Assu Almabaev,Assu Almabaev,430,-556,Assu Almabaev,favorite
UFC 299,"Miami, Florida",2024-03-09,Joanne Wood,Maryna Moroz,Joanne Wood,195,-227,Maryna Moroz,underdog
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Tai Tuivasa,Marcin Tybura,Marcin Tybura,-108,100,Tai Tuivasa,underdog
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Kennedy Nzechukwu,Ovince St Preux,Ovince St Preux,-625,520,Kennedy Nzechukwu,underdog
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Christian Rodriguez,Isaac Dulgarian,Christian Rodriguez,180,-189,Isaac Dulgarian,underdog
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Macy Chiasson,Pannie Kianzad,Macy Chiasson,-233,210,Macy Chiasson,favorite
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Bryan Barberena,Gerald Meerschaert,Gerald Meerschaert,230,-238,Gerald Meerschaert,favorite
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Natan Levy,Mike Davis,Mike Davis,380,-500,Mike Davis,favorite
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Josiane Nunes,Chelsea Chandler,Chelsea Chandler,-145,140,Josiane Nunes,underdog
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Jafel Filho,Ode Osbourne,Jafel Filho,-161,160,Jafel Filho,favorite
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Joshua Culibao,Danny Silva,Danny Silva,-179,170,Joshua Culibao,underdog
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Cory McKenna,Jaqueline Amorim,Jaqueline Amorim,-147,145,Cory McKenna,underdog
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Thiago Moises,Mitch Ramirez,Thiago Moises,-312,300,Thiago Moises,favorite
UFC Fight Night: Tuivasa vs. Tybura,Las Vegas,2024-03-16,Charalampos Grigoriou,Chad Anheliger,Chad Anheliger,-164,155,Charalampos Grigoriou,underdog
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Amanda Ribas,Rose Namajunas,Rose Namajunas,185,-208,Rose Namajunas,favorite
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Justin Tafa,Karl Williams,Karl Williams,175,-179,Karl Williams,favorite
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Edmen Shahbazyan,AJ Dobson,Edmen Shahbazyan,-189,165,Edmen Shahbazyan,favorite
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Payton Talbott,Cameron Saaiman,Payton Talbott,-154,145,Payton Talbott,favorite
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Billy Quarantillo,Youssef Zalal,Youssef Zalal,112,-115,Youssef Zalal,favorite
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Luis Pajuelo,Fernando Padilla,Fernando Padilla,150,-164,Fernando Padilla,favorite
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Kurt Holobaugh,Trey Ogden,Trey Ogden,125,-130,Trey Ogden,favorite
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Ricardo Ramos,Julian Erosa,Julian Erosa,-169,155,Ricardo Ramos,underdog
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Miles Johns,Cody Gibson,Miles Johns,-135,125,Miles Johns,favorite
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Steven Nguyen,Jarno Errens,Jarno Errens,-161,143,Steven Nguyen,underdog
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Montserrat Rendon,Dariya Zheleznyakova,Dariya Zheleznyakova,250,-222,Dariya Zheleznyakova,favorite
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Igor da Silva,Andre Lima,Andre Lima,143,-161,Andre Lima,favorite
UFC Fight Night: Ribas vs. Namajunas,Las Vegas,2024-03-23,Mohammed Usman,Michael Parkin,Michael Parkin,120,-133,Michael Parkin,favorite
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Erin Blanchfield,Manon Fiorot,Manon Fiorot,-196,165,Erin Blanchfield,underdog
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Vicente Luque,Joaquin Buckley,Joaquin Buckley,-115,105,Vicente Luque,underdog
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Chris Weidman,Bruno Silva,Chris Weidman,190,-196,Bruno Silva,underdog
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Sedriques Dumas,Nursulton Ruziboev,Nursulton Ruziboev,185,-189,Nursulton Ruziboev,favorite
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Bill Algeo,Kyle Nelson,Kyle Nelson,-238,210,Bill Algeo,underdog
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Chidi Njokuani,Rhys McKee,Chidi Njokuani,-135,122,Chidi Njokuani,favorite
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Nate Landwehr,Jamall Emmers,Nate Landwehr,158,-175,Jamall Emmers,underdog
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Lupita Godinez,Virna Jandiroba,Virna Jandiroba,-213,190,Lupita Godinez,underdog
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Julio Arce,Herbert Burns,Julio Arce,-357,310,Julio Arce,favorite
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Dennis Buzukja,Connor Matthews,Dennis Buzukja,-115,100,Dennis Buzukja,favorite
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Ibo Aslan,Anton Turkalj,Ibo Aslan,-123,110,Ibo Aslan,favorite
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Andre Petroski,Jacob Malkoun,Jacob Malkoun,205,-238,Jacob Malkoun,favorite
UFC Fight Night: Blanchfield vs. Fiorot,"Atlantic City, New Jersey",2024-03-30,Angel Pacheco,Caolan Loughran,Caolan Loughran,350,-345,Caolan Loughran,favorite
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Chris Curtis,Brendan Allen,Brendan Allen,190,-208,Brendan Allen,favorite
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Alexander Hernandez,Damon Jackson,Damon Jackson,-179,165,Alexander Hernandez,underdog
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Morgan Charriere,Jose Mariscal,Jose Mariscal,-128,126,Morgan Charriere,underdog
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Ignacio Bahamondes,Christos Giagos,Ignacio Bahamondes,-303,280,Ignacio Bahamondes,favorite
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Trevor Peek,Charlie Campbell,Charlie Campbell,144,-149,Charlie Campbell,favorite
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Court McGee,Alex Morono,Alex Morono,290,-294,Alex Morono,favorite
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Lukasz Brzeski,Valter Walker,Lukasz Brzeski,210,-227,Valter Walker,underdog
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Germaine de Randamie,Norma Dumont,Norma Dumont,105,-105,Norma Dumont,favorite
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Pedro Falcao,Victor Hugo Silva,Victor Hugo Silva,135,-141,Victor Hugo Silva,favorite
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Dan Argueta,Jean Matsumoto,Jean Matsumoto,143,-154,Jean Matsumoto,favorite
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Dylan Budka,César Almeida,César Almeida,-145,140,Dylan Budka,underdog
UFC Fight Night: Allen vs. Curtis II,"Las Vegas, Nevada",2024-04-06,Melissa Mullins,Nora Cornolle,Nora Cornolle,-345,265,Melissa Mullins,underdog
UFC 300,"Las Vegas, Nevada",2024-04-13,Alex Pereira,Jamahal Hill,Alex Pereira,-122,120,Alex Pereira,favorite
UFC 300,"Las Vegas, Nevada",2024-04-13,Weili Zhang,Yan Xiaonan,Weili Zhang,-455,430,Weili Zhang,favorite
UFC 300,"Las Vegas, Nevada",2024-04-13,Max Holloway,Justin Gaethje,Max Holloway,165,-149,Justin Gaethje,underdog
UFC 300,"Las Vegas, Nevada",2024-04-13,Charles Oliveira,Arman Tsarukyan,Arman Tsarukyan,180,-189,Arman Tsarukyan,favorite
UFC 300,"Las Vegas, Nevada",2024-04-13,Bo Nickal,Cody Brundage,Bo Nickal,-1429,900,Bo Nickal,favorite
UFC 300,"Las Vegas, Nevada",2024-04-13,Aleksandar Rakic,Jiri Prochazka,Jiri Prochazka,100,100,Jiri Prochazka,favorite
UFC 300,"Las Vegas, Nevada",2024-04-13,Aljamain Sterling,Calvin Kattar,Aljamain Sterling,-169,165,Aljamain Sterling,favorite
UFC 300,"Las Vegas, Nevada",2024-04-13,Holly Holm,Kayla Harrison,Kayla Harrison,360,-435,Kayla Harrison,favorite
UFC 300,"Las Vegas, Nevada",2024-04-13,Sodiq Yusuff,Diego Lopes,Diego Lopes,140,-135,Diego Lopes,favorite
UFC 300,"Las Vegas, Nevada",2024-04-13,Renato Moicano,Jalin Turner,Renato Moicano,225,-227,Jalin Turner,underdog
UFC 300,"Las Vegas, Nevada",2024-04-13,Jessica Andrade,Marina Alcalde Rodriguez,Jessica Andrade,-141,136,Jessica Andrade,favorite
UFC 300,"Las Vegas, Nevada",2024-04-13,Bobby Green,Jim Miller,Bobby Green,-179,165,Bobby Green,favorite
UFC 300,"Las Vegas, Nevada",2024-04-13,Deiveson Figueiredo,Cody Garbrandt,Deiveson Figueiredo,-333,300,Deiveson Figueiredo,favorite
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Matheus Nicolau,Alex Perez,Alex Perez,-175,155,Matheus Nicolau,underdog
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Ryan Spann,Bogdan Guskov,Bogdan Guskov,-185,170,Ryan Spann,underdog
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Karine Silva,Ariane da Silva,Karine Silva,-149,136,Karine Silva,favorite
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Austen Lane,Jhonata Diniz,Jhonata Diniz,270,-250,Jhonata Diniz,favorite
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Jonathan Pearce,David Onama,David Onama,-154,145,Jonathan Pearce,underdog
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Tim Means,Uros Medic,Uros Medic,250,-303,Uros Medic,favorite
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Rani Yahya,Victor Henry,Victor Henry,340,-417,Victor Henry,favorite
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Austin Hubbard,Michal Figlak,Austin Hubbard,155,-164,Michal Figlak,underdog
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Don'tale Mayes,Caio Machado (2),Don'tale Mayes,100,-115,Caio Machado (2),underdog
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Marnic Mann,Ketlen Souza,Ketlen Souza,285,-333,Ketlen Souza,favorite
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,James Llontop,Chris Padilla,Chris Padilla,-400,350,James Llontop,underdog
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Ivana Petrovic,Na Liang,Ivana Petrovic,-476,400,Ivana Petrovic,favorite
UFC Fight Night: Nicolau vs Perez,"Las Vegas, Nevada",2024-04-27,Gabriel Benitez,Hayisaer Maheshate,Hayisaer Maheshate,190,-227,Hayisaer Maheshate,favorite
UFC 301,Rio de Janeiro,2024-05-04,Alexandre Pantoja,Steve Erceg,Alexandre Pantoja,-179,165,Alexandre Pantoja,favorite
UFC 301,Rio de Janeiro,2024-05-04,Jonathan Martinez,Jose Aldo,Jose Aldo,-149,150,Jonathan Martinez,underdog
UFC 301,Rio de Janeiro,2024-05-04,Anthony Smith,Vitor Petrino,Anthony Smith,400,-417,Vitor Petrino,underdog
UFC 301,Rio de Janeiro,2024-05-04,Ihor Potieria,Michel Pereira,Michel Pereira,475,-476,Michel Pereira,favorite
UFC 301,Rio de Janeiro,2024-05-04,Caio Borralho,Paul Craig,Caio Borralho,-526,475,Caio Borralho,favorite
UFC 301,Rio de Janeiro,2024-05-04,Jack Shore,Joanderson Brito,Joanderson Brito,170,-185,Joanderson Brito,favorite
UFC 301,Rio de Janeiro,2024-05-04,Iasmin Lucindo,Karolina Kowalkiewicz,Iasmin Lucindo,-357,320,Iasmin Lucindo,favorite
UFC 301,Rio de Janeiro,2024-05-04,Myktybek Orolbai,Elves Brenner,Myktybek Orolbai,-244,225,Myktybek Orolbai,favorite
UFC 301,Rio de Janeiro,2024-05-04,Drakkar Klose,Joaquim Silva,Drakkar Klose,-200,185,Drakkar Klose,favorite
UFC 301,Rio de Janeiro,2024-05-04,Jamie Mullarkey,Mauricio Ruffy,Mauricio Ruffy,210,-208,Mauricio Ruffy,favorite
UFC 301,Rio de Janeiro,2024-05-04,Dione Barbosa,Ernesta Kareckaite,Dione Barbosa,-227,200,Dione Barbosa,favorite
UFC 301,Rio de Janeiro,2024-05-04,Ismael Bonfim,Vinc Pichel,Ismael Bonfim,-556,430,Ismael Bonfim,favorite
UFC 301,Rio de Janeiro,2024-05-04,Alessandro Costa,Kevin Borjas,Alessandro Costa,-125,120,Alessandro Costa,favorite
UFC Fight Night: Lewis vs. Nascimento,"St. Louis, Missouri",2024-05-11,Derrick Lewis,Rodrigo Nascimento Ferreira,Derrick Lewis,-161,145,Derrick Lewis,favorite
UFC Fight Night: Lewis vs. Nascimento,"St. Louis, Missouri",2024-05-11,Joaquin Buckley,Nursulton Ruziboev,Joaquin Buckley,-123,120,Joaquin Buckley,favorite
UFC Fight Night: Lewis vs. Nascimento,"St. Louis, Missouri",2024-05-11,Alonzo Menifield,Carlos Ulberg,Carlos Ulberg,225,-250,Carlos Ulberg,favorite
UFC Fight Night: Lewis vs. Nascimento,"St. Louis, Missouri",2024-05-11,Carlos Diego Ferreira,Mateusz Rebecki,Carlos Diego Ferreira,360,-400,Mateusz Rebecki,underdog
UFC Fight Night: Lewis vs. Nascimento,"St. Louis, Missouri",2024-05-11,Alex Caceres,Sean Woodson,Sean Woodson,225,-208,Sean Woodson,favorite
